blur_size,noise_level,accuracy,f1,precision,recall,f1_immune,precision_immune,recall_immune,f1_other,precision_other,recall_other,f1_stromal,precision_stromal,recall_stromal,f1_tumour,precision_tumour,recall_tumour,confidence_overall,confidence_immune_avg,confidence_immune_std,confidence_other_avg,confidence_other_std,confidence_stromal_avg,confidence_stromal_std,confidence_tumour_avg,confidence_tumour_std,count_pred_immune,count_pred_other,count_pred_stromal,count_pred_tumour,confusion_matrix,Model_Label,test_set
1,0,0.61425,0.6042627513195526,0.6207472408918954,0.61425,0.646273637374861,0.7280701754385965,0.581,0.4537914691943128,0.5566860465116279,0.383,0.6305858987090367,0.626232741617357,0.635,0.6864,0.572,0.858,0.5248346,0.5991998,0.17232819,0.44324386,0.08632801,0.558072,0.13694367,0.500227,0.12583756,798,688,1014,1500,"[[581, 109, 112, 198], [97, 383, 237, 283], [68, 136, 635, 161], [52, 60, 30, 858]]",XGBoost (PCA),1.0
3,0,0.59425,0.5814390380119341,0.6064047538792282,0.59425,0.6194379391100703,0.7471751412429378,0.529,0.4150030248033878,0.5252679938744257,0.343,0.6190009794319294,0.6065259117082533,0.632,0.6723142087023488,0.5466499686912962,0.873,0.521698,0.58895886,0.16503236,0.44032973,0.085832775,0.5633745,0.13507724,0.4979572,0.124535315,708,653,1042,1597,"[[529, 116, 119, 236], [85, 343, 256, 316], [64, 132, 632, 172], [30, 62, 35, 873]]",XGBoost (PCA),1.0
5,0,0.56325,0.545711728488888,0.5844368241985576,0.56325,0.5708908406524467,0.765993265993266,0.455,0.3639774859287054,0.4858096828046744,0.291,0.5998098859315589,0.5715579710144928,0.631,0.6481687014428413,0.5143863769817968,0.876,0.5206145,0.5717498,0.15509652,0.44225076,0.08620316,0.5642813,0.13540334,0.502034,0.123674124,594,599,1104,1703,"[[455, 118, 146, 281], [72, 291, 286, 351], [51, 123, 631, 195], [16, 67, 41, 876]]",XGBoost (PCA),1.0
7,0,0.543,0.52086299406004,0.5747342742144883,0.543,0.5177733065057009,0.7861507128309573,0.386,0.3418043202033037,0.4686411149825784,0.269,0.588724584103512,0.5472508591065293,0.637,0.6351497654276435,0.4968944099378882,0.88,0.52037364,0.5481825,0.14030883,0.44298762,0.08322342,0.5682423,0.13565072,0.50628346,0.12412169,491,574,1164,1771,"[[386, 137, 160, 317], [54, 269, 311, 366], [41, 114, 637, 208], [10, 54, 56, 880]]",XGBoost (PCA),1.0
9,0,0.52525,0.4964479725393104,0.5603281791870667,0.52525,0.4839160839160839,0.8046511627906977,0.346,0.292267365661861,0.4239543726235741,0.223,0.5805877114870882,0.5232744783306581,0.652,0.6290207290922087,0.489432703003337,0.88,0.5196298,0.5247921,0.12724173,0.44189394,0.0827055,0.5705134,0.13539803,0.5058746,0.124180146,430,526,1246,1798,"[[346, 139, 185, 330], [49, 223, 348, 380], [29, 111, 652, 208], [6, 53, 61, 880]]",XGBoost (PCA),1.0
19,0,0.498,0.4585670122424881,0.5396682452671722,0.498,0.4485025566106647,0.8319783197831978,0.307,0.2148997134670487,0.3787878787878788,0.15,0.5605095541401274,0.4656084656084656,0.704,0.6103562247521116,0.4822983168891468,0.831,0.51336443,0.48000205,0.10347169,0.42544818,0.07317177,0.5714877,0.13928334,0.48970973,0.12164096,369,396,1512,1723,"[[307, 109, 258, 326], [38, 150, 444, 368], [18, 80, 704, 198], [6, 57, 106, 831]]",XGBoost (PCA),1.0
0,1,0.61425,0.604026852297741,0.6201190832104796,0.61425,0.6446644664466447,0.7163814180929096,0.586,0.4570405727923627,0.5665680473372781,0.383,0.627177700348432,0.624380574826561,0.63,0.6872246696035242,0.5731462925851704,0.858,0.5248209,0.6008682,0.17341658,0.4433545,0.08518028,0.5558822,0.13678429,0.4991188,0.12633216,818,676,1009,1497,"[[586, 105, 115, 194], [101, 383, 233, 283], [74, 134, 630, 162], [57, 54, 31, 858]]",XGBoost (PCA),1.0
1,1,0.6105,0.6001392682969994,0.616008003369525,0.6105,0.6455142231947484,0.7125603864734299,0.59,0.4502680166765932,0.5567010309278351,0.378,0.62058526740666,0.6262729124236253,0.615,0.684189565909996,0.5684976836532097,0.859,0.52380097,0.5976111,0.17359833,0.43992716,0.08610576,0.55647624,0.13569546,0.49980903,0.12585752,828,679,982,1511,"[[590, 107, 109, 194], [102, 378, 228, 292], [78, 141, 615, 166], [58, 53, 30, 859]]",XGBoost (PCA),1.0
3,1,0.5915,0.5782194300787821,0.6020693300611936,0.5915,0.6232718894009217,0.7350543478260869,0.541,0.4058679706601467,0.5220125786163522,0.332,0.615536862939139,0.6092066601371204,0.622,0.6682009973149213,0.5420037336652147,0.871,0.5221463,0.5891027,0.16550252,0.43984687,0.084461085,0.5601252,0.13557036,0.4999223,0.12463366,736,636,1021,1607,"[[541, 113, 117, 229], [89, 332, 250, 329], [69, 131, 622, 178], [37, 60, 32, 871]]",XGBoost (PCA),1.0
5,1,0.5605,0.542787024862564,0.5795187558564844,0.5605,0.573729863692689,0.754071661237785,0.463,0.3561128526645768,0.4773109243697479,0.284,0.5954567423876269,0.5762394761459307,0.616,0.6458486407053637,0.5104529616724739,0.879,0.5208677,0.5744711,0.15499675,0.44008675,0.083745115,0.563644,0.13480495,0.5031118,0.12455624,614,595,1069,1722,"[[463, 118, 141, 278], [73, 284, 277, 366], [55, 130, 616, 199], [23, 63, 35, 879]]",XGBoost (PCA),1.0
7,1,0.5395,0.5169137625629229,0.568653303787767,0.5395,0.5242203052422031,0.7790927021696252,0.395,0.3271565495207668,0.4530973451327433,0.256,0.5827067669172933,0.549645390070922,0.62,0.6335714285714286,0.4927777777777777,0.887,0.51972884,0.5515924,0.13815689,0.43984163,0.08238546,0.56745684,0.1348771,0.5059201,0.12557063,507,565,1128,1800,"[[395, 134, 154, 317], [58, 256, 308, 378], [41, 121, 620, 218], [13, 54, 46, 887]]",XGBoost (PCA),1.0
9,1,0.522,0.4933269710939062,0.5534195765819356,0.522,0.4924137931034483,0.7933333333333333,0.357,0.2806324110671936,0.4111969111969112,0.213,0.5737556561085972,0.5239669421487604,0.634,0.6265060240963856,0.4851811196487376,0.884,0.51890785,0.5271557,0.12797606,0.44016197,0.08108945,0.568578,0.13551071,0.50627214,0.12606552,450,518,1210,1822,"[[357, 137, 179, 327], [53, 213, 340, 394], [32, 117, 634, 217], [8, 51, 57, 884]]",XGBoost (PCA),1.0
19,1,0.50125,0.461528326491385,0.5407501725685347,0.50125,0.4566473988439306,0.8229166666666666,0.316,0.2153179190751445,0.3880208333333333,0.149,0.5597075548334687,0.4712722298221614,0.689,0.6144404332129964,0.4807909604519774,0.851,0.5118485,0.4834386,0.10424765,0.42464495,0.071678415,0.56942904,0.1388609,0.48936996,0.123763874,384,384,1462,1770,"[[316, 105, 246, 333], [40, 149, 435, 376], [21, 80, 689, 210], [7, 50, 92, 851]]",XGBoost (PCA),1.0
0,3,0.61425,0.6042535088884372,0.6200598278997335,0.61425,0.6454445664105378,0.7153284671532847,0.588,0.4588796185935637,0.5678466076696165,0.385,0.6264940239043825,0.6240079365079365,0.629,0.6861958266452648,0.5730563002680965,0.855,0.5244503,0.5999276,0.17332432,0.44256663,0.0853681,0.5554135,0.13701905,0.49915814,0.1262208,822,678,1008,1492,"[[588, 103, 115, 194], [102, 385, 232, 281], [74, 135, 629, 162], [58, 55, 32, 855]]",XGBoost (PCA),1.0
1,3,0.6105,0.6000302024699777,0.6159681870248881,0.6105,0.6443835616438356,0.7127272727272728,0.588,0.4502680166765932,0.5567010309278351,0.378,0.6199596774193549,0.625,0.615,0.6855095541401274,0.5694444444444444,0.861,0.52364016,0.59915054,0.17277578,0.43909037,0.08644025,0.5555493,0.1358723,0.49964187,0.12586388,825,679,984,1512,"[[588, 107, 110, 195], [102, 378, 229, 291], [80, 140, 615, 165], [55, 54, 30, 861]]",XGBoost (PCA),1.0
3,3,0.592,0.5787364784056401,0.6023466768001874,0.592,0.6221966647498562,0.7320703653585927,0.541,0.4080635308491142,0.5243328100470958,0.334,0.6154608523290387,0.6100196463654224,0.621,0.6692248656945511,0.5429638854296388,0.872,0.5222223,0.588701,0.16604824,0.44062045,0.0843239,0.56023955,0.13579088,0.4999004,0.12480613,739,637,1018,1606,"[[541, 112, 117, 230], [92, 334, 247, 327], [70, 132, 621, 177], [36, 59, 33, 872]]",XGBoost (PCA),1.0
5,3,0.56025,0.542632583267961,0.5792322514656492,0.56025,0.5749690210656754,0.755700325732899,0.464,0.3544145272385723,0.474036850921273,0.283,0.5960328979196904,0.5773195876288659,0.616,0.6451138868479059,0.5098722415795587,0.878,0.5208501,0.5749163,0.15514767,0.43964046,0.08350966,0.5640073,0.13425405,0.5029855,0.12480166,614,597,1067,1722,"[[464, 121, 137, 278], [73, 283, 278, 366], [54, 130, 616, 200], [23, 63, 36, 878]]",XGBoost (PCA),1.0
7,3,0.53975,0.5171930641767176,0.5688015091723728,0.53975,0.5255474452554745,0.7810650887573964,0.396,0.3265306122448979,0.4507042253521127,0.256,0.5819209039548022,0.5498220640569395,0.618,0.6347732952516958,0.4936146585230427,0.889,0.51952064,0.55189747,0.13834313,0.43937302,0.0821623,0.56773406,0.13471201,0.50559336,0.12554637,507,568,1124,1801,"[[396, 135, 153, 316], [58, 256, 307, 379], [41, 124, 618, 217], [12, 53, 46, 889]]",XGBoost (PCA),1.0
9,3,0.52175,0.4929682715362045,0.5525637967705203,0.52175,0.4920744314266023,0.7915742793791575,0.357,0.2793148880105401,0.4092664092664093,0.212,0.5737556561085972,0.5239669421487604,0.634,0.6267281105990783,0.485447556287754,0.884,0.5188234,0.5275599,0.12792161,0.44040918,0.08136108,0.56821024,0.13561493,0.5061492,0.12594245,451,518,1210,1821,"[[357, 138, 179, 326], [53, 212, 340, 395], [33, 117, 634, 216], [8, 51, 57, 884]]",XGBoost (PCA),1.0
19,3,0.5015,0.4619644399845198,0.5407442993807563,0.5015,0.4566473988439306,0.8229166666666666,0.316,0.2161383285302593,0.3865979381443299,0.15,0.5610749185667753,0.4732142857142857,0.689,0.613997113997114,0.4802483069977427,0.851,0.5117735,0.48428214,0.104169175,0.42408457,0.072417855,0.5698347,0.13838303,0.4892244,0.123547725,384,388,1456,1772,"[[316, 108, 243, 333], [41, 150, 432, 377], [20, 80, 689, 211], [7, 50, 92, 851]]",XGBoost (PCA),1.0
0,5,0.614,0.6040088689122555,0.6199851211007165,0.614,0.6454794520547945,0.713939393939394,0.589,0.4599761051373954,0.5712166172106825,0.385,0.6251866600298656,0.622398414271556,0.628,0.6853932584269663,0.5723860589812333,0.854,0.5244485,0.5994288,0.1732503,0.44285288,0.08515493,0.5547908,0.1371214,0.4993287,0.12623972,825,674,1009,1492,"[[589, 101, 115, 195], [102, 385, 232, 281], [75, 135, 628, 162], [59, 53, 34, 854]]",XGBoost (PCA),1.0
1,5,0.611,0.6005051769824237,0.6167664046652017,0.611,0.6444201312910285,0.711352657004831,0.589,0.4525373134328358,0.5614814814814815,0.379,0.6195761856710393,0.6252545824847251,0.614,0.6854870775347912,0.568976897689769,0.862,0.52347034,0.59860545,0.17279996,0.43927896,0.0867896,0.55539995,0.13566016,0.4992211,0.12596571,828,675,982,1515,"[[589, 104, 110, 197], [104, 379, 228, 289], [80, 139, 614, 167], [55, 53, 30, 862]]",XGBoost (PCA),1.0
3,5,0.59175,0.5783828347269596,0.6019455684918209,0.59175,0.6234213547646383,0.7318059299191375,0.543,0.4056372549019608,0.5237341772151899,0.331,0.6165264720435428,0.6101860920666013,0.623,0.6679462571976967,0.5420560747663551,0.87,0.52220297,0.5884531,0.16602099,0.44016,0.08478784,0.5595967,0.13566855,0.50009346,0.12462213,742,632,1021,1605,"[[543, 110, 118, 229], [92, 331, 248, 329], [70, 130, 623, 177], [37, 61, 32, 870]]",XGBoost (PCA),1.0
5,5,0.5615,0.5438380934166915,0.5802720895020773,0.5615,0.5753254804711717,0.7569331158238173,0.464,0.355,0.4733333333333333,0.284,0.5979680696661829,0.5791940018744143,0.618,0.6470588235294118,0.5116279069767442,0.88,0.520884,0.57625264,0.1545399,0.43902048,0.08368689,0.5637574,0.13450924,0.50311136,0.12488318,613,600,1067,1720,"[[464, 123, 134, 279], [73, 284, 279, 364], [53, 132, 618, 197], [23, 61, 36, 880]]",XGBoost (PCA),1.0
7,5,0.54075,0.5182121426722996,0.5699338782621419,0.54075,0.528476821192053,0.7823529411764706,0.399,0.3262955854126679,0.452930728241563,0.255,0.5835294117647059,0.5511111111111111,0.62,0.6345467523197716,0.4933407325194228,0.889,0.5194193,0.55106175,0.13882534,0.4402916,0.08222501,0.5672436,0.13451263,0.5053289,0.12550543,510,563,1125,1802,"[[399, 133, 153, 315], [58, 255, 306, 381], [41, 122, 620, 217], [12, 53, 46, 889]]",XGBoost (PCA),1.0
9,5,0.5225,0.4939086619036502,0.553539899280882,0.5225,0.4944903581267217,0.7942477876106194,0.359,0.2804476629361422,0.4104046242774566,0.213,0.5725915875169606,0.5227085053674649,0.633,0.6281050390347764,0.4867986798679868,0.885,0.51884604,0.52772564,0.12770997,0.4410268,0.08152959,0.5676846,0.13575356,0.5063218,0.12577881,452,519,1211,1818,"[[359, 136, 181, 324], [53, 213, 340, 394], [33, 119, 633, 215], [7, 51, 57, 885]]",XGBoost (PCA),1.0
19,5,0.50175,0.4623522778916152,0.5402660228310845,0.50175,0.4563176895306859,0.8207792207792208,0.316,0.2169540229885057,0.3852040816326531,0.151,0.5618619844834626,0.4748102139406487,0.688,0.6142754145638067,0.4802705749718151,0.852,0.5116262,0.48427132,0.10479496,0.42432988,0.07232617,0.5704023,0.13800544,0.48884434,0.12336371,385,392,1449,1774,"[[316, 110, 241, 333], [41, 151, 430, 378], [21, 80, 688, 211], [7, 51, 90, 852]]",XGBoost (PCA),1.0
0,10,0.6145,0.6040760885258611,0.6198460729820965,0.6145,0.6459694989106753,0.7093301435406698,0.593,0.4580335731414868,0.5718562874251497,0.382,0.624,0.624,0.624,0.688301282051282,0.5741978609625669,0.859,0.5235917,0.5973486,0.17320007,0.44284496,0.0843016,0.55469763,0.13656439,0.49763724,0.12599042,836,668,1000,1496,"[[593, 101, 111, 195], [105, 382, 232, 281], [80, 135, 624, 161], [58, 50, 33, 859]]",XGBoost (PCA),1.0
1,10,0.61025,0.5996667051902523,0.6164115563658543,0.61025,0.6437158469945355,0.7096385542168675,0.589,0.4524236983842011,0.563338301043219,0.378,0.618421052631579,0.6260245901639344,0.611,0.6841062227506937,0.5666447800393959,0.863,0.52316344,0.599007,0.17212078,0.44008094,0.085543916,0.5550902,0.13543604,0.49797475,0.12639438,830,671,976,1523,"[[589, 102, 108, 201], [104, 378, 227, 291], [81, 140, 611, 168], [56, 51, 30, 863]]",XGBoost (PCA),1.0
3,10,0.592,0.578830472398622,0.6016431561906168,0.592,0.6216370921579851,0.7269076305220884,0.543,0.4085365853658536,0.5234375,0.335,0.6159203980099502,0.6128712871287129,0.619,0.6692278140606992,0.5433562071116657,0.871,0.52221215,0.58845377,0.16631363,0.43994865,0.0846718,0.5604911,0.13557729,0.50006884,0.12486107,747,640,1010,1603,"[[543, 114, 115, 228], [95, 335, 244, 326], [72, 131, 619, 178], [37, 60, 32, 871]]",XGBoost (PCA),1.0
5,10,0.562,0.5446830341926339,0.5803996083216102,0.562,0.5723114956736712,0.7491909385113269,0.463,0.3605739238927012,0.4792703150912106,0.289,0.5998062015503876,0.581766917293233,0.619,0.6460405156537753,0.5113702623906705,0.877,0.5207716,0.57718843,0.15442708,0.43841356,0.08417839,0.5632496,0.13445604,0.50304556,0.124739364,618,603,1064,1715,"[[463, 126, 133, 278], [75, 289, 274, 362], [55, 128, 619, 198], [25, 60, 38, 877]]",XGBoost (PCA),1.0
7,10,0.544,0.5221266163696884,0.5721137977363695,0.544,0.5361366622864652,0.7816091954022989,0.408,0.3303571428571428,0.4559859154929577,0.259,0.5846736045411542,0.5547576301615799,0.618,0.6373390557939914,0.4961024498886414,0.891,0.5191484,0.5483362,0.13946113,0.43989605,0.08221235,0.56830204,0.13341606,0.505241,0.12558465,522,568,1114,1796,"[[408, 133, 150, 309], [59, 259, 304, 378], [41, 123, 618, 218], [14, 53, 42, 891]]",XGBoost (PCA),1.0
9,10,0.52425,0.4960699664305901,0.5555652894245678,0.52425,0.4941500344115623,0.7924944812362031,0.359,0.2862770847012475,0.4168260038240918,0.218,0.5755656108597285,0.5256198347107438,0.636,0.6282871357498223,0.4873208379272326,0.884,0.5185691,0.52760005,0.12820232,0.44134587,0.08147002,0.56675583,0.1355553,0.5064362,0.12565503,453,523,1210,1814,"[[359, 135, 181, 325], [54, 218, 337, 391], [33, 117, 636, 214], [7, 53, 56, 884]]",XGBoost (PCA),1.0
19,10,0.502,0.4632730999009571,0.5408398678448562,0.502,0.4607631389488841,0.8226221079691517,0.32,0.2182340272792534,0.3867684478371501,0.152,0.5600981193785772,0.4737206085753803,0.685,0.613997113997114,0.4802483069977427,0.851,0.5113957,0.48527655,0.10478535,0.4246236,0.07303251,0.5695527,0.13808258,0.48891646,0.12322783,389,393,1446,1772,"[[320, 109, 242, 329], [40, 152, 429, 379], [22, 80, 685, 213], [7, 52, 90, 851]]",XGBoost (PCA),1.0
0,20,0.6085,0.5979698621650713,0.6128647579967118,0.6085,0.6438136047134441,0.6931949250288351,0.601,0.4518072289156626,0.5681818181818182,0.375,0.6151515151515151,0.6214285714285714,0.609,0.681107099879663,0.5686537173476223,0.849,0.5222909,0.59921515,0.17495766,0.43649015,0.08098853,0.55226016,0.13449365,0.4958778,0.1248001,867,660,980,1493,"[[601, 97, 107, 195], [112, 375, 232, 281], [89, 134, 609, 168], [65, 54, 32, 849]]",XGBoost (PCA),1.0
1,20,0.60525,0.5941022531772744,0.6095148957116356,0.60525,0.6427423674343867,0.6920415224913494,0.6,0.4422960725075529,0.5587786259541985,0.366,0.611704834605598,0.6227979274611399,0.601,0.6796657381615598,0.5644415069398546,0.854,0.52238536,0.5994169,0.17422508,0.4356164,0.08185323,0.5511247,0.13480294,0.49747726,0.12486832,867,655,965,1513,"[[600, 99, 103, 198], [114, 366, 228, 292], [90, 140, 601, 169], [63, 50, 33, 854]]",XGBoost (PCA),1.0
3,20,0.58925,0.575943585093617,0.5983524151634199,0.58925,0.6246482836240855,0.7142857142857143,0.555,0.4083898827884022,0.533011272141707,0.331,0.6056056056056056,0.6062124248496994,0.605,0.6651305683563749,0.5399002493765586,0.866,0.5211897,0.5900471,0.16838874,0.43834084,0.08236627,0.5571396,0.13410044,0.49754184,0.12476801,777,621,998,1604,"[[555, 102, 118, 225], [97, 331, 244, 328], [81, 129, 605, 185], [44, 59, 31, 866]]",XGBoost (PCA),1.0
5,20,0.5615,0.5436069378226971,0.5778556380028013,0.5615,0.5811965811965812,0.7460815047021944,0.476,0.3517587939698492,0.4729729729729729,0.28,0.5926650366748166,0.5799043062200957,0.606,0.6488073394495413,0.5124637681159421,0.884,0.5192102,0.5795188,0.15491524,0.43575576,0.082179956,0.56080407,0.13318557,0.500348,0.12528513,638,592,1045,1725,"[[476, 122, 130, 272], [79, 280, 275, 366], [60, 131, 606, 203], [23, 59, 34, 884]]",XGBoost (PCA),1.0
7,20,0.54275,0.5204773208387747,0.5680391227946294,0.54275,0.5438027255029202,0.7744916820702403,0.419,0.3221649484536082,0.4528985507246377,0.25,0.5772319319792159,0.5470008952551477,0.611,0.6387096774193548,0.4977653631284916,0.891,0.51788294,0.5510765,0.1391937,0.43803906,0.080519274,0.56327283,0.13339894,0.5041486,0.12575048,541,552,1117,1790,"[[419, 123, 153, 305], [64, 250, 308, 378], [44, 129, 611, 216], [14, 50, 45, 891]]",XGBoost (PCA),1.0
9,20,0.5255,0.4981806698728675,0.5542809100624205,0.5255,0.5033921302578019,0.7827004219409283,0.371,0.2870309414088215,0.420038535645472,0.218,0.574806730331969,0.5271059216013344,0.632,0.6274928774928775,0.4872787610619469,0.881,0.5168665,0.5272339,0.12905902,0.4377973,0.07888254,0.56345093,0.1349958,0.5059529,0.12532742,474,519,1199,1808,"[[371, 133, 174, 322], [58, 218, 334, 390], [36, 117, 632, 215], [9, 51, 59, 881]]",XGBoost (PCA),1.0
19,20,0.50375,0.4658150259360179,0.5407711425567561,0.50375,0.4667143879742305,0.8211586901763224,0.326,0.2198429693076374,0.3840399002493765,0.154,0.5597045547804678,0.4745998608211552,0.682,0.616998191681736,0.48328611898017,0.853,0.5096988,0.48904458,0.1062571,0.42145193,0.07178366,0.56597906,0.13729963,0.4885724,0.12285978,397,401,1437,1765,"[[326, 107, 244, 323], [41, 154, 427, 378], [22, 85, 682, 211], [8, 55, 84, 853]]",XGBoost (PCA),1.0
0,30,0.5915,0.5771859547126708,0.5914395169564782,0.5915,0.6368159203980099,0.6336633663366337,0.64,0.4055590650663297,0.5506003430531733,0.321,0.5978204462895693,0.6213592233009708,0.576,0.6685483870967742,0.5601351351351351,0.829,0.5197406,0.59506524,0.17714433,0.42538062,0.07688312,0.544553,0.13150445,0.48996562,0.123489425,1010,583,927,1480,"[[640, 80, 92, 188], [156, 321, 232, 291], [121, 131, 576, 172], [93, 51, 27, 829]]",XGBoost (PCA),1.0
1,30,0.59125,0.5763366266381764,0.5914441332193981,0.59125,0.6376376376376376,0.6382765531062125,0.637,0.4005069708491762,0.5467128027681661,0.316,0.5976054138469548,0.6232356134636265,0.574,0.6695964842189372,0.5575515635395875,0.838,0.5197615,0.5962976,0.17614782,0.42547455,0.0772235,0.54299814,0.13184334,0.4909616,0.12396248,998,578,921,1503,"[[637, 78, 92, 193], [151, 316, 232, 301], [121, 134, 574, 171], [89, 50, 23, 838]]",XGBoost (PCA),1.0
3,30,0.57775,0.5611995965512947,0.5785940036106133,0.57775,0.6248021108179419,0.6614525139664804,0.592,0.3696622052262587,0.5096660808435852,0.29,0.5898617511520737,0.6044071353620147,0.576,0.6604723190089044,0.5388502842703727,0.853,0.51744753,0.5849187,0.1715352,0.42332873,0.07857135,0.55035573,0.12963071,0.49331945,0.12330927,895,569,953,1583,"[[592, 94, 98, 216], [128, 290, 252, 330], [109, 131, 576, 184], [66, 54, 27, 853]]",XGBoost (PCA),1.0
5,30,0.56125,0.5423964772423197,0.5703034170169881,0.56125,0.5942528735632184,0.6986486486486486,0.517,0.3441138421733505,0.4871794871794871,0.266,0.584247258225324,0.5825049701789264,0.586,0.6469719350073855,0.5128805620608899,0.876,0.5156245,0.57419425,0.15967639,0.42655933,0.07634211,0.55364114,0.13070594,0.49632892,0.1245555,740,546,1006,1708,"[[517, 100, 121, 262], [103, 266, 266, 365], [84, 125, 586, 205], [36, 55, 33, 876]]",XGBoost (PCA),1.0
7,30,0.54425,0.5217730322003199,0.5615806599957894,0.54425,0.5592592592592592,0.7306451612903225,0.453,0.3181518151815181,0.4679611650485437,0.241,0.5712914066250601,0.5493998153277931,0.595,0.6383896477354422,0.4983164983164983,0.888,0.5135412,0.55085963,0.14278528,0.42656326,0.07709437,0.55496836,0.13063452,0.50051683,0.1251084,620,515,1083,1782,"[[453, 106, 145, 296], [80, 241, 300, 379], [66, 120, 595, 219], [21, 48, 43, 888]]",XGBoost (PCA),1.0
9,30,0.53075,0.503381092792598,0.5507788485399635,0.53075,0.5299806576402321,0.7459165154264973,0.411,0.2806779661016949,0.4357894736842105,0.207,0.5727482678983834,0.5321888412017167,0.62,0.6301174795300819,0.4892205638474295,0.885,0.5121857,0.5298638,0.12932256,0.4271491,0.0760154,0.5562898,0.13148971,0.50072646,0.12559697,551,475,1165,1809,"[[411, 109, 168, 312], [75, 207, 326, 392], [49, 111, 620, 220], [16, 48, 51, 885]]",XGBoost (PCA),1.0
19,30,0.51,0.473974422061892,0.5367090160281494,0.51,0.5075034106412005,0.7982832618025751,0.372,0.2115942028985507,0.3842105263157894,0.146,0.5574592561638111,0.4788226848528356,0.667,0.6193408185440058,0.4855195911413969,0.855,0.504569,0.49147478,0.11040059,0.41396564,0.06818737,0.5566864,0.1338139,0.48635858,0.122621074,466,380,1393,1761,"[[372, 92, 220, 316], [52, 146, 423, 379], [32, 90, 667, 211], [10, 52, 83, 855]]",XGBoost (PCA),1.0
0,0,0.59425,0.5379009930992785,0.539783743273882,0.59425,0.7002967359050445,0.6077998528329654,0.826,0.112863070539419,0.3317073170731707,0.068,0.5665620797848498,0.5134037367993501,0.632,0.7718820861678004,0.7062240663900415,0.851,0.63603115,0.66489416,0.18673544,0.49952447,0.15130872,0.621485,0.1445648,0.6415625,0.16271089,1359,205,1231,1205,"[[826, 13, 117, 44], [272, 68, 443, 217], [219, 56, 632, 93], [42, 68, 39, 851]]",CNN,1.0
1,0,0.56775,0.4972818266920356,0.5174146246515074,0.56775,0.6473394495412844,0.5113043478260869,0.882,0.071301247771836,0.3278688524590163,0.04,0.513380666302567,0.5655836341756919,0.47,0.7571059431524548,0.6649016641452344,0.879,0.66133666,0.6929528,0.1911414,0.5255951,0.17010976,0.61658096,0.12707932,0.6607426,0.15265425,1725,122,831,1322,"[[882, 9, 58, 51], [409, 40, 290, 261], [372, 27, 470, 131], [62, 46, 13, 879]]",CNN,1.0
3,0,0.5115,0.455574046715446,0.4689368918844526,0.5115,0.603060306030603,0.5482815057283142,0.67,0.0988654781199351,0.2606837606837607,0.061,0.4823597455176402,0.5720164609053497,0.417,0.6380106571936057,0.4947658402203856,0.898,0.62796867,0.6451225,0.18914375,0.5724777,0.15256718,0.5748435,0.119168535,0.6449115,0.1418333,1222,234,729,1815,"[[670, 60, 45, 225], [260, 61, 260, 419], [275, 35, 417, 273], [17, 78, 7, 898]]",CNN,1.0
5,0,0.41625,0.4016532714741617,0.4480479016767649,0.41625,0.4048582995951417,0.6224066390041494,0.3,0.1935129191863661,0.2148962148962149,0.176,0.4960718294051627,0.5652173913043478,0.442,0.512170037709976,0.3896713615023474,0.747,0.60772926,0.5390469,0.14254147,0.663768,0.16444714,0.5746966,0.12583314,0.61453193,0.12768227,482,819,782,1917,"[[300, 301, 59, 340], [81, 176, 270, 473], [100, 101, 442, 357], [1, 241, 11, 747]]",CNN,1.0
7,0,0.36275,0.3601731866331789,0.4312214409623224,0.36275,0.2761830876648565,0.615916955017301,0.178,0.2324414715719063,0.1997126436781609,0.278,0.5021691973969631,0.5485781990521327,0.463,0.4298989898989899,0.3606779661016949,0.532,0.61773944,0.507047,0.13476188,0.70107293,0.17350896,0.5883706,0.12770836,0.5775883,0.11876307,289,1392,844,1475,"[[178, 486, 72, 264], [46, 278, 296, 380], [64, 174, 463, 299], [1, 454, 13, 532]]",CNN,1.0
9,0,0.3425,0.3424578447417064,0.4254848586028826,0.3425,0.2387096774193548,0.6166666666666667,0.148,0.2548736462093863,0.1994350282485875,0.353,0.5093555093555093,0.5303030303030303,0.49,0.366892545982575,0.3555347091932457,0.379,0.6297938,0.5155617,0.13485269,0.7150581,0.18194073,0.5965679,0.13100608,0.5427384,0.1096137,240,1770,924,1066,"[[148, 577, 96, 179], [38, 353, 321, 288], [53, 237, 490, 220], [1, 603, 17, 379]]",CNN,1.0
19,0,0.33275,0.3181371790419093,0.425207498103201,0.33275,0.2522088353413654,0.6408163265306123,0.157,0.2921068986948415,0.21190261496844,0.47,0.5266604303086997,0.4947275922671353,0.563,0.2015725518227305,0.3533834586466165,0.141,0.66445786,0.5273515,0.14067821,0.74555457,0.1940239,0.6094559,0.14483269,0.4547105,0.08441129,245,2218,1138,399,"[[157, 626, 148, 69], [37, 470, 386, 107], [49, 306, 563, 82], [2, 816, 41, 141]]",CNN,1.0
